"1","1동","35.153824","128.101669","https://c1.staticflickr.com/3/2934/33291604824_d87e417144_s.jpg"
"2","대학본부","35.153824","128.101669","https://c1.staticflickr.com/3/2934/33291604824_d87e417144_s.jpg"
"3","2동","35.153267","128.099472","https://c1.staticflickr.com/3/2924/33783651010_107848a23a_s.jpg"
"4","도서관","35.153267","128.099472","https://c1.staticflickr.com/3/2924/33783651010_107848a23a_s.jpg"
"5","3동","35.153618","128.097382","https://c1.staticflickr.com/3/2936/33357121953_1bc50bcecd_s.jpg"
"6","학생회관","35.153618","128.097382","https://c1.staticflickr.com/3/2936/33357121953_1bc50bcecd_s.jpg"
"7","인재개발원","35.153618","128.097382","https://c1.staticflickr.com/3/2936/33357121953_1bc50bcecd_s.jpg"
"8","4동","35.153698","128.096115","https://c1.staticflickr.com/3/2932/34093663106_fb08202152_s.jpg"
"9","학술정보관","35.153698","128.096115","https://c1.staticflickr.com/3/2932/34093663106_fb08202152_s.jpg"
"10","교육정보전산원","35.153698","128.096115","https://c1.staticflickr.com/3/2932/34093663106_fb08202152_s.jpg"
"11","5동","35.155407","128.102982","https://c1.staticflickr.com/3/2828/34168395735_5f123f8900_s.jpg"
"12","체육관","35.155407","128.102982","https://c1.staticflickr.com/3/2828/34168395735_5f123f8900_s.jpg"
"13","21동","35.156185","128.103378","http://www.gnu.ac.kr/img/01/c1_2_3_2_img02.gif"
"14","GNU어린이집","35.156185","128.103378","http://www.gnu.ac.kr/img/01/c1_2_3_2_img02.gif"
"15","24동","35.151779","128.099075","https://c1.staticflickr.com/3/2834/34010971712_8c9881046d_s.jpg"
"16","교양학관","35.151779","128.099075","https://c1.staticflickr.com/3/2834/34010971712_8c9881046d_s.jpg"
"17","입학본부","35.151779","128.099075","https://c1.staticflickr.com/3/2834/34010971712_8c9881046d_s.jpg"
"18","25동","35.151012","128.100449","https://c1.staticflickr.com/3/2840/33783776550_2be6f2a26e_s.jpg"
"19","창업보육센터","35.151012","128.100449","https://c1.staticflickr.com/3/2840/33783776550_2be6f2a26e_s.jpg"
"20","27동","35.153217","128.094711","https://c1.staticflickr.com/3/2918/33326099584_fe7726a018_s.jpg"
"21","공동실험실습관","35.153217","128.094711","https://c1.staticflickr.com/3/2918/33326099584_fe7726a018_s.jpg"
"22","28동","35.153858","128.095474","https://c1.staticflickr.com/3/2855/34127918056_8e0d2e44c0_s.jpg"
"23","산학협력센터","35.153858","128.095474","https://c1.staticflickr.com/3/2855/34127918056_8e0d2e44c0_s.jpg"
"24","약학대학","35.153858","128.095474","https://c1.staticflickr.com/3/2855/34127918056_8e0d2e44c0_s.jpg"
"25","29동","35.154099","128.098892","https://c1.staticflickr.com/3/2806/33783910800_c21ec5ff65_s.jpg"
